slug,h1,group,city_focus,published,words,similarity_to_group_representative,exact_duplicate_in_group,current_index_status,suggested_disposition,suggested_target,reason
low-water-pressure-plumber-kzn,Why do I have low water pressure and who can fix it in KZN?,Service Keywords,KwaZulu-Natal,true,519,0.438,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
industrial-residential-plumber-kzn,Who offers industrial and residential plumbing in KwaZulu-Natal?,Service Keywords,KwaZulu-Natal,true,434,0.404,false,legacy_unclassified,keep_review,/services/commercial,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
backup-water-system-durban,How do I install a backup water system in Durban?,Service Keywords,Durban,true,620,1.000,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
advice-durban,Plumbing Advice in Durban,Landing Pages/advice,Durban,true,150,0.877,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
advice-kwazulu-natal,Plumbing Advice in KwaZulu-Natal,Landing Pages/advice,KwaZulu-Natal,true,155,0.897,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
advice-kzn,Plumbing Advice in KZN,Landing Pages/advice,KZN,true,245,1.000,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
burst-pipe-amanzimtoti,Burst Pipe Repair in Amanzimtoti,Landing Pages/burst,Amanzimtoti,true,346,0.850,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-ballito,Burst Pipe Repair in Ballito,Landing Pages/burst,Ballito,true,346,0.850,false,legacy_unclassified,keep_review,/plumbers/ballito-north-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-berea,Burst Pipe Repair in Berea,Landing Pages/burst,Berea,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-bluff,Burst Pipe Repair in Bluff,Landing Pages/burst,Bluff,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-chatsworth,Burst Pipe Repair in Chatsworth,Landing Pages/burst,Chatsworth,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-durban,Burst Pipe Repair in Durban,Landing Pages/burst,Durban,true,331,0.910,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
burst-pipe-durban-central,Burst Pipe Repair in Durban Central,Landing Pages/burst,Durban Central,true,261,0.866,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
burst-pipe-durban-north,Burst Pipe Repair in Durban North,Landing Pages/burst,Durban North,true,363,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
burst-pipe-durban-south,Burst Pipe Repair in Durban South,Landing Pages/burst,Durban South,true,363,0.939,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
burst-pipe-durban-woodlands,Burst Pipe Repair in Durban / Woodlands,Landing Pages/burst,Durban / Woodlands,true,278,0.860,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-empangeni,Burst Pipe Repair in Empangeni,Landing Pages/burst,Empangeni,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-gillitts,Burst Pipe Repair in Gillitts,Landing Pages/burst,Gillitts,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-hillcrest,Burst Pipe Repair in Hillcrest,Landing Pages/burst,Hillcrest,true,346,0.850,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-hilton,Burst Pipe Repair in Hilton,Landing Pages/burst,Hilton,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-howick,Burst Pipe Repair in Howick,Landing Pages/burst,Howick,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-isipingo,Burst Pipe Repair in Isipingo,Landing Pages/burst,Isipingo,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-kloof,Burst Pipe Repair in Kloof,Landing Pages/burst,Kloof,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-kwazulu-natal,Burst Pipe Repair in KwaZulu-Natal,Landing Pages/burst,KwaZulu-Natal,true,331,0.837,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-kzn-south-coast-amanzimtoti-isiphingo-umlazi,Burst Pipe Repair in KZN South Coast / Amanzimtoti / Isiphingo / uMlazi,Landing Pages/burst,KZN South Coast / Amanzimtoti / Isiphingo / uMlazi,true,332,0.595,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-la-lucia,Burst Pipe Repair in La Lucia,Landing Pages/burst,La Lucia,true,236,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-margate,Burst Pipe Repair in Margate,Landing Pages/burst,Margate,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-morningside,Burst Pipe Repair in Morningside,Landing Pages/burst,Morningside,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-mount-edgecombe,Burst Pipe Repair in Mount Edgecombe,Landing Pages/burst,Mount Edgecombe,true,236,0.759,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-musgrave,Burst Pipe Repair in Musgrave,Landing Pages/burst,Musgrave,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-new-germany,Burst Pipe Repair in New Germany,Landing Pages/burst,New Germany,true,236,0.759,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-newcastle,Burst Pipe Repair in Newcastle,Landing Pages/burst,Newcastle,true,285,0.837,false,legacy_unclassified,keep_review,/plumbers/newcastle,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-pietermaritzburg,Burst Pipe Repair in Pietermaritzburg,Landing Pages/burst,Pietermaritzburg,true,346,0.850,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-pinetown,Burst Pipe Repair in Pinetown,Landing Pages/burst,Pinetown,true,346,0.850,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-port-shepstone,Burst Pipe Repair in Port Shepstone,Landing Pages/burst,Port Shepstone,true,236,0.759,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-queensburgh,Burst Pipe Repair in Queensburgh,Landing Pages/burst,Queensburgh,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-richards-bay,Burst Pipe Repair in Richards Bay,Landing Pages/burst,Richards Bay,true,298,0.769,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-scottburgh,Burst Pipe Repair in Scottburgh,Landing Pages/burst,Scottburgh,true,227,0.810,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-tongaat,Burst Pipe Repair in Tongaat,Landing Pages/burst,Tongaat,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-umdloti,Burst Pipe Repair in Umdloti,Landing Pages/burst,Umdloti,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-umhlanga,Burst Pipe Repair in Umhlanga,Landing Pages/burst,Umhlanga,true,346,0.850,false,legacy_unclassified,keep_review,/plumbers/durban,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-verulam,Burst Pipe Repair in Verulam,Landing Pages/burst,Verulam,true,227,0.810,false,legacy_unclassified,keep_review,/services/burst-pipes,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
burst-pipe-westville,Burst Pipe Repair in Westville,Landing Pages/burst,Westville,true,346,0.850,false,legacy_unclassified,keep_review,/plumbers/pinetown-hillcrest,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
comparison-amanzimtoti,Plumber Comparison in Amanzimtoti,Landing Pages/comparison,Amanzimtoti,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-ballito,Plumber Comparison in Ballito,Landing Pages/comparison,Ballito,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/ballito-north-coast,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-berea,Plumber Comparison in Berea,Landing Pages/comparison,Berea,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-bluff,Plumber Comparison in Bluff,Landing Pages/comparison,Bluff,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-durban,Plumber Comparison in Durban,Landing Pages/comparison,Durban,true,153,0.923,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-durban-north,Plumber Comparison in Durban North,Landing Pages/comparison,Durban North,true,160,1.000,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-durban-south,Plumber Comparison in Durban South,Landing Pages/comparison,Durban South,true,160,0.954,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-empangeni,Plumber Comparison in Empangeni,Landing Pages/comparison,Empangeni,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/richards-bay,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-gillitts,Plumber Comparison in Gillitts,Landing Pages/comparison,Gillitts,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-hillcrest,Plumber Comparison in Hillcrest,Landing Pages/comparison,Hillcrest,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/pinetown-hillcrest,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-hilton,Plumber Comparison in Hilton,Landing Pages/comparison,Hilton,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/pietermaritzburg,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-howick,Plumber Comparison in Howick,Landing Pages/comparison,Howick,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/pietermaritzburg,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-isipingo,Plumber Comparison in Isipingo,Landing Pages/comparison,Isipingo,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-kloof,Plumber Comparison in Kloof,Landing Pages/comparison,Kloof,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/pinetown-hillcrest,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-kzn,Plumber Comparison in KZN,Landing Pages/comparison,KZN,true,153,0.881,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-la-lucia,Plumber Comparison in La Lucia,Landing Pages/comparison,La Lucia,true,160,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-margate,Plumber Comparison in Margate,Landing Pages/comparison,Margate,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/south-coast,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-morningside,Plumber Comparison in Morningside,Landing Pages/comparison,Morningside,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-mount-edgecombe,Plumber Comparison in Mount Edgecombe,Landing Pages/comparison,Mount Edgecombe,true,160,0.821,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-musgrave,Plumber Comparison in Musgrave,Landing Pages/comparison,Musgrave,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-new-germany,Plumber Comparison in New Germany,Landing Pages/comparison,New Germany,true,160,0.821,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-newcastle,Plumber Comparison in Newcastle,Landing Pages/comparison,Newcastle,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/newcastle,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-pietermaritzburg,Plumber Comparison in Pietermaritzburg,Landing Pages/comparison,Pietermaritzburg,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/pietermaritzburg,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-pinetown,Plumber Comparison in Pinetown,Landing Pages/comparison,Pinetown,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/pinetown-hillcrest,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-port-shepstone,Plumber Comparison in Port Shepstone,Landing Pages/comparison,Port Shepstone,true,160,0.821,false,legacy_unclassified,noindex_review,/plumbers/south-coast,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-queensburgh,Plumber Comparison in Queensburgh,Landing Pages/comparison,Queensburgh,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-richards-bay,Plumber Comparison in Richards Bay,Landing Pages/comparison,Richards Bay,true,160,0.821,false,legacy_unclassified,noindex_review,/plumbers/richards-bay,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-scottburgh,Plumber Comparison in Scottburgh,Landing Pages/comparison,Scottburgh,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/south-coast,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-tongaat,Plumber Comparison in Tongaat,Landing Pages/comparison,Tongaat,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-umdloti,Plumber Comparison in Umdloti,Landing Pages/comparison,Umdloti,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-umhlanga,Plumber Comparison in Umhlanga,Landing Pages/comparison,Umhlanga,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/durban,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-verulam,Plumber Comparison in Verulam,Landing Pages/comparison,Verulam,true,153,0.882,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
comparison-westville,Plumber Comparison in Westville,Landing Pages/comparison,Westville,true,153,0.882,false,legacy_unclassified,noindex_review,/plumbers/pinetown-hillcrest,Very thin body; keep indexable only if live inventory and proven demand add unique value.
complaint-kzn,Plumber Complaints in KZN,Landing Pages/complaint,KZN,true,153,1.000,false,legacy_unclassified,noindex_review,/,Very thin body; keep indexable only if live inventory and proven demand add unique value.
compliance-amanzimtoti,PIRB Compliance in Amanzimtoti,Landing Pages/compliance,Amanzimtoti,true,283,0.904,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-ballito,PIRB Compliance in Ballito,Landing Pages/compliance,Ballito,true,283,0.904,false,legacy_unclassified,merge_review,/plumbers/ballito-north-coast,High template similarity and limited unique depth.
compliance-berea,PIRB Compliance in Berea,Landing Pages/compliance,Berea,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
compliance-bluff,PIRB Compliance in Bluff,Landing Pages/compliance,Bluff,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-chatsworth,PIRB Compliance in Chatsworth,Landing Pages/compliance,Chatsworth,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-durban,PIRB Compliance in Durban,Landing Pages/compliance,Durban,true,337,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
compliance-durban-north,PIRB Compliance in Durban North,Landing Pages/compliance,Durban North,true,297,0.898,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
compliance-durban-south,PIRB Compliance in Durban South,Landing Pages/compliance,Durban South,true,297,0.898,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
compliance-empangeni,PIRB Compliance in Empangeni,Landing Pages/compliance,Empangeni,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/richards-bay,High template similarity and limited unique depth.
compliance-gillitts,PIRB Compliance in Gillitts,Landing Pages/compliance,Gillitts,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-hillcrest,PIRB Compliance in Hillcrest,Landing Pages/compliance,Hillcrest,true,283,0.904,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
compliance-hilton,PIRB Compliance in Hilton,Landing Pages/compliance,Hilton,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
compliance-howick,PIRB Compliance in Howick,Landing Pages/compliance,Howick,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
compliance-howick-kzn,PIRB Compliance in Howick / KZN,Landing Pages/compliance,Howick / KZN,true,247,0.761,false,legacy_unclassified,keep_review,/plumbers/pietermaritzburg,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
compliance-isipingo,PIRB Compliance in Isipingo,Landing Pages/compliance,Isipingo,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-kloof,PIRB Compliance in Kloof,Landing Pages/compliance,Kloof,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
compliance-kwazulu-natal,PIRB Compliance in KwaZulu-Natal,Landing Pages/compliance,KwaZulu-Natal,true,316,0.906,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-kzn,PIRB Compliance in KZN,Landing Pages/compliance,KZN,true,203,0.833,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
compliance-la-lucia,PIRB Compliance in La Lucia,Landing Pages/compliance,La Lucia,true,231,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-margate,PIRB Compliance in Margate,Landing Pages/compliance,Margate,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
compliance-morningside,PIRB Compliance in Morningside,Landing Pages/compliance,Morningside,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
compliance-mount-edgecombe,PIRB Compliance in Mount Edgecombe,Landing Pages/compliance,Mount Edgecombe,true,231,0.804,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
compliance-musgrave,PIRB Compliance in Musgrave,Landing Pages/compliance,Musgrave,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-new-germany,PIRB Compliance in New Germany,Landing Pages/compliance,New Germany,true,231,0.804,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
compliance-newcastle,PIRB Compliance in Newcastle,Landing Pages/compliance,Newcastle,true,283,0.904,false,legacy_unclassified,merge_review,/plumbers/newcastle,High template similarity and limited unique depth.
compliance-pietermaritzburg,PIRB Compliance in Pietermaritzburg,Landing Pages/compliance,Pietermaritzburg,true,283,0.904,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
compliance-pinetown,PIRB Compliance in Pinetown,Landing Pages/compliance,Pinetown,true,283,0.904,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
compliance-port-shepstone,PIRB Compliance in Port Shepstone,Landing Pages/compliance,Port Shepstone,true,231,0.804,false,legacy_unclassified,keep_review,/plumbers/south-coast,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
compliance-queensburgh,PIRB Compliance in Queensburgh,Landing Pages/compliance,Queensburgh,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-richards-bay,PIRB Compliance in Richards Bay,Landing Pages/compliance,Richards Bay,true,297,0.814,false,legacy_unclassified,keep_review,/plumbers/richards-bay,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
compliance-scottburgh,PIRB Compliance in Scottburgh,Landing Pages/compliance,Scottburgh,true,221,0.881,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
compliance-south-africa,PIRB Compliance in South Africa,Landing Pages/compliance,South Africa,true,315,0.803,false,legacy_unclassified,keep_review,/,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
compliance-tongaat,PIRB Compliance in Tongaat,Landing Pages/compliance,Tongaat,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-umdloti,PIRB Compliance in Umdloti,Landing Pages/compliance,Umdloti,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-umhlanga,PIRB Compliance in Umhlanga,Landing Pages/compliance,Umhlanga,true,310,0.917,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
compliance-verulam,PIRB Compliance in Verulam,Landing Pages/compliance,Verulam,true,221,0.881,false,legacy_unclassified,merge_review,/,High template similarity and limited unique depth.
compliance-westville,PIRB Compliance in Westville,Landing Pages/compliance,Westville,true,283,0.904,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
gas-berea,Gas Plumbing in Berea,Landing Pages/gas,Berea,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
gas-bluff,Gas Plumbing in Bluff,Landing Pages/gas,Bluff,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-amanzimtoti,Gas Plumbing in Amanzimtoti,Landing Pages/gas,Amanzimtoti,true,278,0.916,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-ballito,Gas Plumbing in Ballito,Landing Pages/gas,Ballito,true,278,0.916,false,legacy_unclassified,merge_review,/plumbers/ballito-north-coast,High template similarity and limited unique depth.
gas-cape-town,Gas Plumbing in Cape Town,Landing Pages/gas,Cape Town,true,253,0.769,false,legacy_unclassified,remove_review,,Outside the KwaZulu-Natal proposition.
gas-chatsworth,Gas Plumbing in Chatsworth,Landing Pages/gas,Chatsworth,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-durban,Gas Plumbing in Durban,Landing Pages/gas,Durban,true,344,1.000,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
gas-durban-north,Gas Plumbing in Durban North,Landing Pages/gas,Durban North,true,291,0.912,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
gas-durban-south,Gas Plumbing in Durban South,Landing Pages/gas,Durban South,true,291,0.911,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
gas-empangeni,Gas Plumbing in Empangeni,Landing Pages/gas,Empangeni,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/richards-bay,High template similarity and limited unique depth.
gas-gillitts,Gas Plumbing in Gillitts,Landing Pages/gas,Gillitts,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-hillcrest,Gas Plumbing in Hillcrest,Landing Pages/gas,Hillcrest,true,278,0.916,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
gas-hilton,Gas Plumbing in Hilton,Landing Pages/gas,Hilton,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
gas-howick,Gas Plumbing in Howick,Landing Pages/gas,Howick,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
gas-isipingo,Gas Plumbing in Isipingo,Landing Pages/gas,Isipingo,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-kloof,Gas Plumbing in Kloof,Landing Pages/gas,Kloof,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
gas-kwazulu-natal,Gas Plumbing in KwaZulu-Natal,Landing Pages/gas,KwaZulu-Natal,true,320,0.917,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-la-lucia,Gas Plumbing in La Lucia,Landing Pages/gas,La Lucia,true,229,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-margate,Gas Plumbing in Margate,Landing Pages/gas,Margate,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/south-coast,High template similarity and limited unique depth.
gas-morningside,Gas Plumbing in Morningside,Landing Pages/gas,Morningside,true,220,0.887,false,legacy_unclassified,merge_review,/plumbers/durban,High template similarity and limited unique depth.
gas-mount-edgecombe,Gas Plumbing in Mount Edgecombe,Landing Pages/gas,Mount Edgecombe,true,229,0.827,false,legacy_unclassified,keep_review,/services/gas-fitting,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
gas-musgrave,Gas Plumbing in Musgrave,Landing Pages/gas,Musgrave,true,220,0.887,false,legacy_unclassified,merge_review,/services/gas-fitting,High template similarity and limited unique depth.
gas-new-germany,Gas Plumbing in New Germany,Landing Pages/gas,New Germany,true,229,0.827,false,legacy_unclassified,keep_review,/services/gas-fitting,"Review demand, live inventory, uniqueness, and GSC performance before keeping."
gas-newcastle,Gas Plumbing in Newcastle,Landing Pages/gas,Newcastle,true,278,0.916,false,legacy_unclassified,merge_review,/plumbers/newcastle,High template similarity and limited unique depth.
gas-pietermaritzburg,Gas Plumbing in Pietermaritzburg,Landing Pages/gas,Pietermaritzburg,true,330,0.913,false,legacy_unclassified,merge_review,/plumbers/pietermaritzburg,High template similarity and limited unique depth.
gas-pinetown,Gas Plumbing in Pinetown,Landing Pages/gas,Pinetown,true,278,0.916,false,legacy_unclassified,merge_review,/plumbers/pinetown-hillcrest,High template similarity and limited unique depth.
